Company_ID,Revenue (USD),Net Profit Margin (%),Investment in R&D (%),Market Share (%),Debt-to-Equity Ratio,Energy Efficiency (%),Smart Grid Implementation Score,Innovation Index,Digitalization Level (%),Carbon Offset (tons/year),Renewable Energy Share (%),Emissions Intensity (kg COâ‚‚ per MWh),Waste Management Score,Employee Satisfaction Score,Community Development Investment (USD),Workforce Diversity Index,Sustainability Certification,Sustainability Score
C228,3937046269,8.22645607,12.3687922,7.149999412,1.958800031,94.2171714,8,67.30081663,90.12592078,4317.885016,1.217983542,317.7291935,2.39609832,0.183486617,943988.6922,0.124423377,1,28.52719525
C229,8921545086,29.51932944,6.647518346,2.196375141,1.451926614,57.58714565,2,4.696442241,16.3920262,4646.304876,66.13381138,324.0076925,8.595277052,7.55681777,2116669.628,0.345050869,0,28.12510386
C230,6315074874,12.28002019,6.698463119,4.524989964,0.650814796,79.89040067,2,56.63228802,38.14088099,1517.266082,28.93524102,337.6457405,9.246125323,2.653424748,2394900.831,0.137552111,1,31.26432223
C231,7950164922,26.82297611,15.12067078,10.43256896,2.135040994,83.23696025,4,76.3294912,14.0868604,4319.679037,25.35010161,576.1109827,8.262577293,3.100218462,9177155.577,0.998268976,0,34.28915354
C232,5031344560,6.898638177,1.914713884,12.19427839,1.713747448,70.96673402,4,13.65030121,62.49437704,3907.615648,33.08870877,140.6936537,3.340772174,5.279098279,790315.7906,0.04918899,1,25.43410006
C233,5773269807,6.393141121,18.15500491,4.982511052,1.140002588,85.05487937,9,22.86707514,72.88705095,4654.038362,26.97960579,750.3814469,2.724464411,2.159256009,4279877.051,0.441143599,1,29.64407256
C234,4930251761,0.934022487,17.19301361,1.248869969,2.742883651,70.53657717,1,88.24951051,93.19127326,1228.751561,51.14364063,255.7647309,5.491556908,8.844713136,5328662.885,0.452093522,1,38.07128226
C235,1960477448,19.55000476,13.68828898,7.881554096,0.160708942,75.2318644,0,2.012172185,27.88719263,2884.795751,44.01484472,799.7712437,7.218531605,0.853687793,8987943.607,0.300631929,0,24.60013409
C236,7227296631,11.05579031,12.27120983,4.760647081,1.015742139,50.36765223,7,75.27271378,95.02112059,1372.722924,51.24285514,220.0658857,9.933727882,4.443823623,9976985.224,0.571351566,0,31.21105394
C237,2814915901,25.9307475,17.95374746,4.469123072,0.264956054,84.58600571,2,47.37732925,6.326267182,4120.472452,67.27136115,640.0825201,1.315707119,8.494222695,7536347.268,0.149977024,1,40.29017974
C238,252916504.7,14.1962972,4.521273411,19.20126977,2.322929217,83.06713395,0,44.67721588,60.30138634,26.62095286,38.7130509,256.3887815,0.49291999,6.158438944,9708201.996,0.783912381,0,30.82757153
C239,6458268236,29.04580284,2.500414082,12.36437967,2.136111617,51.92004387,0,0.709653249,5.713271934,2824.095814,25.13076871,156.5927612,6.94355889,2.923295158,7873140.314,0.332447718,0,18.33894424
C240,1779335687,5.565765471,5.550693228,11.18188102,1.060921434,68.41250537,10,81.9398231,89.37741878,1696.017156,16.62005368,712.453327,8.322257835,4.207602078,9632394.383,0.59134259,0,27.40127106
C241,9405181258,26.05869504,16.0969873,8.37392456,2.059422416,98.95159204,1,35.98249006,52.98090571,1613.418535,34.94741195,701.1258814,8.463487799,7.066943803,7075634.552,0.715639236,0,32.84483919
C242,9539746484,23.29790558,1.658735068,8.635992235,1.248217956,71.03682813,5,54.07656313,66.93483508,3224.531619,74.18064752,382.4992747,6.784635491,9.732607434,806836.6203,0.889042118,0,39.04051516
C243,9149495258,23.12765534,12.07332987,10.86400958,2.293135995,75.09727026,5,67.73006863,83.15739259,4257.422247,75.67049101,591.6772998,9.540158041,8.931387184,4025182.668,0.835787436,0,41.28823471
C244,3707885416,25.34349684,19.91331281,13.95895316,1.417132622,95.49650791,2,70.26295764,15.03106225,3045.976957,66.69053867,489.9461529,5.110047635,3.424328084,6469506.865,0.608309028,0,41.21496864
C245,164411599.1,22.83071973,17.25822578,14.07270731,1.295611211,85.86309379,3,95.59800588,3.859156194,4265.864893,23.40281753,697.0692796,9.138147983,9.981978793,3513677.909,0.38839318,0,32.77655627
C246,9283902440,18.78660965,10.90746809,3.516708763,2.810716755,79.10350656,1,53.13399532,87.88811459,1322.985559,58.80862459,320.5391785,9.67812137,0.035046635,2741105.342,0.50320467,0,34.05804842
C247,4287559642,3.93734633,2.209177276,10.05224377,0.82754939,89.89023407,1,39.9719551,31.49332275,2597.509274,57.06896616,466.57068,8.47157457,0.276297558,5778218.679,0.768734793,0,33.95823699
C248,9666881642,0.975785385,16.79609677,8.297966091,0.449297286,93.21831332,6,95.37036265,12.89789079,2252.682695,48.42661981,439.7606598,3.097585633,8.238405152,9335683.748,0.877545543,0,39.3239972
C249,9636563571,27.62543543,12.38059166,17.42348663,1.795175028,72.84440359,0,64.2110235,46.84612371,58.22449752,54.99789864,347.7340784,1.962156512,1.994626868,359468.9164,0.103781928,0,31.84460842
C250,8531564460,18.49950944,3.183726944,12.66523653,2.911033256,73.75541825,6,29.81503563,59.83060757,2784.060716,49.17906326,724.0185452,5.48120065,0.607692684,7694619.723,0.384856262,0,28.94403686
C251,2951544432,23.89611873,2.783288412,10.69683092,1.19573372,69.30254678,0,12.64642454,3.097060342,3307.621621,56.54563661,216.1145473,4.530147504,2.371480732,7230045.508,0.776116598,1,34.94593035
C252,3857126309,14.44567055,18.28290957,2.396353379,0.279906615,98.335307,5,84.25545015,27.48956583,2959.572022,71.55059546,204.6560477,8.777583422,4.26100154,9639894.72,0.431651763,1,47.72271001
C253,8512855348,3.519245669,13.714805,12.152194,1.083985275,84.85831271,2,36.21816028,3.279987428,3681.399494,10.96281944,503.8366747,1.000316711,7.305662704,9307805.111,0.332227764,0,21.63687944
C254,3176050832,3.755573766,16.75644919,2.432357723,1.567201798,54.16115331,7,66.04697214,42.03353892,2856.697642,74.96257521,560.245961,2.577400613,6.243355266,7624703.295,0.411322697,0,33.67582907
C255,1703232539,20.56695862,17.70059911,6.810410854,0.569576719,93.14798117,5,47.08164194,89.51000291,333.7512743,13.58861501,236.233478,7.517989445,2.376212176,5208883.559,0.602844747,0,27.72415823
C256,5572444612,12.90917685,11.86367469,2.9425551,2.008496432,74.02799704,10,19.89297798,98.26524115,582.2276204,6.662799841,373.5022096,0.94986645,5.032704481,2050632.857,0.999805144,1,27.11766092
C257,9362186194,6.015741801,10.83148068,13.87226558,2.993473228,53.43769532,1,60.16866086,63.70475535,2982.372888,97.60796862,762.5946901,3.20764414,9.262141054,5456904.826,0.492992429,1,42.61698494
C258,6963337669,14.7478364,9.178120796,4.204417065,1.41004448,77.48586276,7,6.068306895,16.16376938,1374.89596,95.69917689,272.6321959,3.871553941,8.15007777,7655866.419,0.208494475,0,35.5706764
C259,5704911089,1.926268112,7.021985168,7.898001526,1.128712815,70.85821395,4,41.33424599,90.584939,398.2256452,6.043654494,567.8524915,6.225937966,3.231897848,8957735.434,0.162846575,0,18.29852584
C260,980793172.8,17.45914206,9.257323256,17.92392807,1.262042084,93.88747024,7,54.66149397,51.62478232,2148.013717,44.32534415,618.1045756,1.581326457,9.822645614,7899222.972,0.042349747,0,32.03716146
C261,6153922195,8.069802133,15.70371346,4.16589603,0.433923917,60.19973018,7,43.60469741,15.37493121,2771.61299,18.62449383,413.6900896,8.606044903,7.086204004,1960716.683,0.558817235,0,22.2990427
C262,9900637963,23.92677302,12.43654519,10.20532077,2.661493444,91.32323047,5,74.86721753,92.17266695,1643.729942,48.53448971,756.2681907,4.475422355,0.624493557,6000866.279,0.544572091,0,37.06268114
C263,1409439312,9.310858768,17.95794251,8.443506057,1.302994401,77.88443456,1,82.79249545,75.74690507,3602.168511,83.0177243,615.6597147,9.170217119,0.351607133,3328412.861,0.205233927,1,44.26522696
C264,5188113227,13.65660447,9.424220273,0.460668417,1.223095793,52.73051516,7,77.1243074,73.17052727,3218.853041,95.06117747,420.5472059,4.678699136,1.68407949,101964.6172,0.695329406,0,40.49978815
C265,8774956989,0.348616197,12.534702,15.87588646,2.013101791,98.59226507,10,3.881294781,70.91807038,1664.091805,63.42526535,498.5346412,2.750402589,7.278558681,2010207.149,0.741107042,1,38.20437756
C266,7410278491,2.173406634,12.99484351,1.474013536,1.381896921,75.63076221,5,19.41287704,20.03398211,3774.362645,35.39056672,584.8294104,1.418288287,1.837389258,1141074.293,0.259098205,0,22.59668466
C267,6973187253,11.77480669,12.24224608,9.537674917,1.97987706,64.54384271,5,53.66075093,21.10066917,3243.475213,60.33255656,514.5331263,0.037450947,5.114867692,8428764.044,0.344099764,0,31.19119644
C268,7027815999,14.39816504,14.35004169,11.25749807,0.278194241,73.4703421,7,93.48220404,68.82929984,3187.226894,31.20013061,715.0883087,5.32157485,0.932601202,2592477.459,0.990471672,1,39.14330538
C269,3601316601,18.00061644,5.511235899,12.60568649,2.459797697,92.89288918,0,83.49567751,21.97227501,2767.138504,90.98236408,349.8220636,1.071566969,9.208861578,2854132.709,0.374264468,1,49.80808599
C270,2942982524,8.749877361,10.73491177,13.80376942,2.827461463,65.24515622,1,84.25345084,43.86716968,56.94834044,87.04004631,309.920018,3.917277636,3.439606136,9599766.352,0.760801672,0,41.24695638
C271,8095517943,20.84945658,2.980271253,5.140120432,1.98141962,59.63381982,8,30.32081938,78.20018256,3482.535917,55.82317503,249.6872226,5.892717612,9.081320566,3797076.363,0.452725427,1,34.22891844
C272,8103032813,25.80367192,8.305715225,0.298577656,2.868241194,56.45356235,10,42.94478971,78.39525181,1880.208956,32.47989154,126.4480776,2.756858969,9.448756419,105760.545,0.793344828,0,27.42115176
C273,8672052463,23.39552967,10.2656743,14.49652888,0.539153712,64.89296992,7,47.07059473,45.32617725,4713.048551,29.33896756,130.1097751,1.752242924,0.061286473,2845623.022,0.769023239,1,32.42642525
C274,9133273120,1.18856476,13.39226093,10.75956633,1.484506949,89.00240435,6,15.73715833,79.21899383,4089.923855,3.341799471,709.0386352,7.747216226,4.641351872,1201802.81,0.667756025,1,25.32959153
C275,5118310565,14.41520842,19.06009,16.73874229,1.845239528,73.58131826,6,3.106813024,83.86217962,2938.472348,81.5820851,574.8752025,9.467911723,0.246560557,1037057.532,0.854778346,0,34.51728513
C276,5020147784,3.147905353,12.41237026,16.44562842,1.787036278,61.37408018,4,94.69028995,65.47757513,1260.909909,45.0383213,562.3726908,1.004404179,9.086927663,784098.0285,0.939218495,0,33.63745979
C277,7984968838,7.261350476,15.12828441,16.88219074,1.264239159,58.30924998,1,24.07125857,22.84258523,1018.586966,32.51329284,530.2499733,1.555903244,5.184075447,5936662.107,0.57998332,1,27.01605561
C278,6503139668,29.5998778,10.61905513,9.753383734,1.080444787,66.63647383,10,23.99489037,27.40117804,1701.924188,47.1110355,694.4534013,9.600126573,0.749440127,1901583.759,0.237468907,0,27.57705705
C279,7022649104,4.274866287,13.0479766,6.739205077,0.467789665,96.99621864,5,8.337905377,31.48411554,2382.839718,81.87379905,436.186848,0.377842218,1.102767283,3618815.512,0.398628962,1,39.93358583
C280,7959968768,14.9666446,2.347712107,15.85200823,1.236053107,67.15133563,9,92.85077519,11.68041077,1480.32755,12.46142077,709.28758,9.776323366,3.835090245,8621556.984,0.758305714,1,34.14990358
C281,8901153365,18.54467203,5.833440036,9.080752849,0.571716364,99.4062038,2,57.97371149,27.31596204,2574.647477,85.76559882,351.6115183,0.046444831,9.402341929,4249138.017,0.650883485,0,43.85520235
C282,3386571617,21.07394912,7.875208771,3.750499708,2.229660462,74.26152279,3,66.70368571,20.95192243,826.8521276,89.75088351,748.695253,8.736686557,6.929091516,9157756.587,0.177798339,1,45.29733703
C283,3762073697,16.7894605,9.977373745,17.11398299,0.705609713,58.95819591,9,91.15768873,45.53287498,4888.564064,94.6707915,589.0598861,3.07325181,8.676188662,4984401.153,0.051239541,0,40.5654924
C284,948879579,0.293125423,1.867326165,17.66294155,0.269839385,94.55700459,10,34.56201689,90.84375479,539.6227748,39.74879924,280.0239952,9.385888582,3.664566463,3994377.782,0.682961594,0,30.88587438
C285,5787018609,9.793839247,3.660457854,9.379564147,1.7018618,73.01776866,1,62.15073111,10.44803168,4659.720698,21.7140404,494.8594452,3.169452886,0.432136995,7506385.382,0.251079024,1,29.4007243
C286,369063315.2,15.5313493,6.259471848,1.606424573,1.826166225,85.48356718,1,3.879945473,72.02679239,4567.890057,37.36408185,473.121393,6.543063215,9.743176372,741019.2367,0.499670244,0,25.68619508
C287,4661324201,2.635994974,19.45912113,7.817739189,2.628547878,99.18557916,7,18.67725282,68.72830044,2626.802409,33.29120962,196.5291752,0.800325698,0.171729907,903889.046,0.746746773,1,33.19493467
C288,5431019901,10.51880794,7.295593135,16.09039942,1.773246676,52.50876752,7,83.12458051,9.575419866,3624.551359,17.61539125,513.870034,2.423298115,9.476516531,6523217.402,0.562666781,1,30.19821773
C289,2872547109,0.996093264,10.1587801,18.04530317,1.101894476,54.83472799,9,76.67683563,92.25724049,2180.24149,60.72666701,320.3499366,7.736793465,3.686774238,4874537.725,0.083302583,0,30.26925368
C290,5912424273,2.357354915,4.725856542,4.149107576,2.428734456,86.02283707,5,35.06426915,56.84722022,3150.172888,47.66241605,136.6441368,5.286858537,0.10090405,7906248.351,0.185580237,0,28.27067291
C291,314697496.9,11.90769829,12.60482135,1.432774879,1.66680879,64.09125016,4,37.68106278,36.37255211,1702.879687,86.57009923,764.0593104,9.279690618,6.891572317,9163545.665,0.219328184,1,39.64996483
C292,383108405.6,3.981472621,6.332981095,17.55927402,0.329912825,59.21506985,7,53.35544336,75.65385835,1505.795099,3.210958048,549.0432583,4.287514083,9.80540304,3889785.108,0.257864254,0,18.14660006
C293,8227779601,17.02622545,4.93285899,7.849158286,1.740966625,51.96809399,3,0.024100469,25.73654584,2891.148931,64.38679276,713.8432523,8.698123658,9.656257228,5968136.166,0.565403392,1,31.72074805
C294,3608304508,20.68394907,10.81487994,10.88104319,2.733253782,51.0923356,10,24.1244336,69.3509837,2490.648371,76.29488785,573.2392035,4.489554375,1.609370112,5011959.312,0.50396578,1,36.47903927
C295,1279334521,24.01760097,1.104610184,19.36450966,1.249306614,88.72428016,3,20.82318086,3.971120757,2897.681846,75.94865692,349.8885845,9.792482787,1.812478061,9816290.45,0.203160038,1,40.36931435
C296,5227210168,6.004507327,1.14561662,1.424638085,0.959344826,56.72167137,4,25.04829467,83.94080376,1433.302906,88.60739671,458.8816506,9.598343814,5.655389146,8312533.229,0.067554843,1,36.25109777
C297,7702235595,5.024477468,5.162307373,13.00152835,0.516061425,73.3860308,0,80.59058425,44.8170847,1834.789159,72.90337428,573.0227322,3.291367056,6.373048264,9118259.706,0.171432204,1,40.94638042
C298,2166052065,3.13703521,1.697705888,1.574697909,0.539192014,80.29484076,0,27.96738565,63.66929144,419.4898031,92.78100616,772.1766276,8.859236704,7.394179137,2550857.475,0.984381313,0,39.57298966
C299,6232675853,19.09290749,3.052489328,7.571831676,1.355037305,71.41759003,1,19.15213221,22.12378198,261.3818614,33.26565998,277.5686214,8.476113742,1.810503605,7727538.967,0.46854695,1,29.53371703
C300,862621175.3,21.19427179,7.438352337,16.09590945,1.82747149,51.35533262,7,50.42634608,67.70737127,1267.285648,50.32094168,712.483941,2.106803973,9.590070868,2662077.518,0.867345505,1,35.68422516
C301,526300394.5,0.947584345,16.24912791,8.726097432,0.333784675,89.17507513,6,86.56450364,77.22402759,371.2342967,1.407966328,746.8544637,6.242904008,6.387392563,2095337.909,0.848752467,1,32.98910739
C302,5318232769,28.08636739,11.86892422,19.94392884,2.824748908,50.52566123,9,24.13497038,47.32131869,518.8735432,0.69575873,569.2908603,0.726823156,8.470469189,9443218.935,0.511519557,1,22.32975806
C303,5410944865,1.55913851,10.74068679,11.22527977,2.289887491,88.09449472,8,7.853624279,61.77269241,4064.642027,24.01266205,751.8866392,8.367107206,5.400657153,202851.123,0.706687708,1,28.98995221
C304,6377924716,16.23889006,6.576287641,6.491126837,1.801209363,94.66522469,4,35.64047358,45.63259238,194.3684851,10.08071971,378.5150112,1.745458835,4.142768476,9654233.15,0.19275201,1,28.54474709
C305,7263652424,21.27181558,18.70332067,4.480215386,2.502472146,71.64199605,1,74.76518246,89.40913693,3294.71397,26.02113679,767.1113232,0.708147014,9.771829066,1501126.351,0.688396705,0,29.69526522
C306,9758762274,26.12907371,8.543285784,7.075358632,0.332541595,76.77712365,6,55.06905447,49.78691805,1362.788744,17.70432945,591.948014,4.002190955,5.821213708,8196186.437,0.272384579,0,26.04014971
C307,5167840480,21.42260796,2.654762569,7.513412148,1.482832745,73.84916963,7,81.67933696,84.1808709,4357.728404,2.852002484,129.4040372,5.769221386,8.668735828,2766466.305,0.832062097,1,32.67850209
C308,3236335165,24.05184249,12.72426381,1.467402187,1.927270068,69.46043093,6,95.95921476,80.13520583,2424.961423,90.93041464,734.8109823,8.549169586,9.532923964,3513516.251,0.083724133,1,47.70465445
C309,7953910086,10.18350578,3.162929476,7.454526569,2.503093428,94.37122677,6,79.26624768,41.05048213,1527.882297,0.822313139,439.1309663,9.742425255,6.75354627,2175409.536,0.773138673,1,33.66438441
C310,2715614190,24.44475341,7.559239713,9.338346543,2.372061724,94.69667553,4,60.38030788,23.00844919,2588.194678,73.60821443,422.2288893,4.394925126,5.489386785,5859285.284,0.099936907,0,39.09551474
C311,4395324493,2.403445392,10.64082684,14.48248127,0.903500824,66.79081823,1,49.33415881,40.60821326,1909.790095,15.21478869,496.5266242,0.60446923,0.035108509,3487474.52,0.881189237,1,27.94763969
C312,793779249.6,26.84449968,17.61022797,13.16891675,2.828552492,80.7534877,5,4.006908635,82.62173758,2821.505323,91.2229622,204.5691827,7.49115579,0.400196407,6577356.465,0.304204518,1,41.18721445
C313,263253926.7,16.42777128,10.37738503,14.20443654,0.46060294,96.34537811,3,98.43219788,22.76325358,572.6643416,89.27959396,428.416234,5.651732562,2.008512161,166316.7062,0.654393365,1,52.75701732
C314,9626857663,24.5189331,14.34291655,0.266437269,2.637887494,98.10292495,9,38.34811226,52.44363459,4984.952514,65.39011464,681.7890517,4.478913448,1.860084319,653105.0863,0.487502279,1,42.76728274
C315,8361441404,13.56954854,19.86351994,4.431581252,2.915726724,75.44795202,1,15.22282139,80.6096748,2127.779388,67.22341498,110.8377214,3.092688788,2.547587952,1005614.916,0.366303145,1,34.9049231
C316,6962782319,19.30733086,3.498293278,13.26751734,0.613745217,72.64124026,8,66.67088554,35.34774751,1741.153199,0.533914197,291.0420122,5.023985278,3.049346377,4195746.916,0.645441833,1,29.24145361
C317,4095439915,15.79207983,6.219898985,9.731388427,2.193991586,63.9347158,6,28.42882891,64.2209637,3551.049242,98.48715661,101.7182105,3.386796045,3.600654936,8149813.765,0.947522981,0,39.80420771
C318,1741210258,21.94768565,8.496945436,0.205738166,0.216828004,97.94359366,5,58.57782709,24.5631574,1819.497032,87.78326036,390.9979164,7.570118677,4.205376901,8882897.325,0.041269747,1,47.04001078
C319,1572806056,2.448899461,9.014735392,16.10944338,1.275726193,57.14071522,4,58.67679078,10.92794454,4166.371525,89.51062257,609.8208573,5.438936965,0.988663385,2455659.293,0.918852856,1,43.02422808
C320,2509926553,1.81056252,8.80940043,15.47891051,1.597221568,78.9914788,2,44.57298209,79.43842251,2271.353622,65.92445371,659.1402804,8.768477742,0.42361932,5747953.545,0.609081655,1,38.66437783
C321,5496774380,7.41309702,18.24460905,11.01354134,1.783871155,64.12751338,9,83.61186155,9.896862341,3597.792066,34.47869287,761.6328328,5.435439146,6.739444491,7685966.277,0.807314301,1,36.54697544
C322,7148813268,4.786340403,14.56662024,1.422620183,2.81421802,63.95041452,9,26.49670616,27.13813951,537.2660822,89.36486491,525.9532291,2.382624133,5.373348248,2895406.005,0.383874953,1,38.9457835
C323,6605371793,26.153507,12.55019907,15.35364949,2.049526993,70.24842937,3,44.86325916,85.5109422,4230.595928,29.15169282,278.2388067,8.510918822,4.441442022,4095987.29,0.471842975,1,31.98091187
C324,2806539630,6.576419621,6.878081639,11.7159004,1.495706059,99.93964679,2,53.76921286,34.64692871,3678.589934,56.27115433,746.9035644,5.572190449,6.344399412,5244502.285,0.868850752,1,42.6820495
C325,9549104154,29.27595767,16.6520173,15.66100355,2.448057605,52.74831534,10,66.36247208,97.30453495,1058.583892,9.973097234,642.7210277,2.068410381,8.276794072,1357399.716,0.41484797,1,28.13007978
C326,7381590198,10.10687375,19.14614972,15.05976515,2.856545181,78.92709091,7,78.39718505,97.97343348,726.4300487,92.19556301,502.0999381,6.2350781,4.276929091,269563.1143,0.534659567,1,48.04095847
C327,5547996985,5.463537471,16.60276737,16.07974123,0.163991831,54.1286079,2,39.48072829,26.82760205,1581.461744,14.07704578,586.948151,3.577167649,6.411194651,1536530.035,0.020194923,0,16.30634615
C328,6121090255,23.69095521,1.029736999,10.40836052,2.94931169,57.7260415,6,64.60469441,4.097822225,4880.35293,22.48968057,747.0214485,8.444056123,9.535722238,6272267.676,0.158598006,0,24.59199963
C329,4201804624,19.76123327,13.09162603,2.892457912,0.349783203,71.97814709,6,15.06109531,70.50632842,1284.157873,55.81341581,598.6758199,4.532997386,8.396244959,745446.4327,0.641686508,0,29.93380506
C330,2484832585,14.94587149,1.971572247,13.45603372,2.46172166,75.52300657,6,93.26481005,45.09865026,2280.636045,76.40930002,357.8621553,7.264413581,4.260008105,1905066.685,0.716976901,1,47.28773807
C331,3566167060,16.66090653,5.894537186,12.44742832,0.912970782,62.93962042,6,38.30588064,10.0752844,150.1011286,61.93513059,599.1197416,0.955362076,6.447168378,3385160.318,0.582600937,0,31.37703712
C332,7580882644,21.57605335,2.130969307,14.87083843,0.483321007,65.82285654,1,72.9521422,70.7522819,1986.137648,23.21339128,128.1947139,3.960243463,1.770709219,787921.9424,0.143310036,0,25.1114202
C333,153790951.4,6.85364224,12.47211361,3.48063202,1.375581355,54.34835101,9,2.034108188,3.117490911,2856.600077,0.094304253,370.4908933,9.832414365,5.605221849,1925075.719,0.445405429,0,13.05505128
C334,1169565679,29.89001748,14.04520836,3.980006478,1.96747408,65.16098919,2,20.51871429,87.01966905,4765.623063,75.71505803,384.4261223,8.084602895,9.813282911,9113585.192,0.355094766,0,33.28408054
C335,469566393.8,29.24379486,3.175265123,17.81914939,1.204760351,98.32792197,9,48.70825443,13.86525291,2583.680225,98.52073259,216.7867641,1.599408024,5.183151152,202798.3309,0.495661344,1,50.97611434
C336,416880735.2,19.50977059,8.292938778,15.02455819,0.258239684,97.23536908,8,87.82524677,12.73118787,4095.536631,80.99131203,116.1598364,2.777640495,9.276382992,6537784.923,0.870329035,0,47.5983051
C337,8556051234,5.986273528,9.66849367,18.17374693,1.838437305,66.74391451,2,52.725515,17.5672298,2735.638213,46.02066182,193.3668656,3.298158089,4.073349205,3850245.22,0.775861439,0,29.72729321
C338,7039542015,20.40684727,8.012007413,15.19843489,2.716969501,78.54269681,1,92.98704823,96.02663585,203.9250672,90.37672614,558.2350471,6.503655605,9.988448272,6729760.907,0.083989501,1,47.87718005
C339,4746996553,2.165952269,3.299475009,11.98339059,1.211324561,95.47976956,8,48.37968966,69.31693603,1575.041376,40.98476731,661.6021715,7.569947595,5.792200352,5891030.286,0.890309198,0,33.78768799
C340,987363264.9,0.919575066,8.960008014,13.11724147,0.727365055,50.30919113,9,49.04490967,80.13715355,2877.747539,52.49340842,791.7424449,7.495266088,0.422689942,2242752.556,0.471767151,1,31.80838001
C341,4921242592,7.730486655,15.27238291,17.79364569,1.383474303,90.53417852,8,11.97467885,39.76349857,4752.96983,47.71297674,342.4544522,5.098740563,5.867547967,8473622.781,0.743862145,0,30.58454497
C342,4739982990,13.8786887,2.349145626,11.61825441,0.240251862,97.41847764,3,80.26562442,33.63127275,4295.651799,44.76238727,519.5654556,8.108205378,2.745726957,4924484.422,0.140039231,0,34.76879741
C343,1740286680,26.04817516,2.523420268,12.68458735,2.479413995,54.56628672,8,24.69654125,23.44840068,1141.778071,77.51907693,756.0014768,4.370780828,0.32481322,8227134.829,0.670719526,0,33.56296411
C344,4344177976,21.81507209,7.740654545,3.213886648,2.496388352,58.0723843,2,89.96124894,48.06480283,1100.54915,52.67689073,216.9292469,1.238805653,8.208533047,4066065.237,0.236326018,1,37.48116818
C345,3991062297,22.28119564,18.89278852,9.53103228,1.805201344,98.03731514,6,91.08242203,55.18287335,1005.864836,31.6717122,602.3519104,5.644418417,2.75729637,9847008.684,0.438380897,0,36.08064214
C346,6162342480,12.76480003,13.70288029,14.35630253,1.123998378,76.87700718,6,94.33101119,63.17748437,4612.494482,25.81581677,628.4851132,9.523013846,7.96548554,7707188.691,0.01686287,0,29.34839431
C347,6354585572,10.37804978,13.89472918,5.491759696,2.419371757,50.70983172,10,52.02304891,25.7118504,4263.330766,3.774731697,162.2828751,7.929936514,2.88217583,9659842.549,0.151610638,1,22.3831819
C348,462587057.6,11.13116289,7.876479826,4.124858192,1.708592372,62.88159994,7,67.70937848,94.86540809,3874.417161,58.31951619,702.8745696,5.787006477,1.943263539,5148121.524,0.092080493,0,30.78451941
C349,3752380020,29.62948691,12.27955503,6.345153484,2.495203695,72.49718371,9,77.85158801,16.97584982,1963.675571,22.99614154,669.173533,6.468056603,9.739355741,4742174.412,0.239744173,0,29.36811356
C350,6262340558,1.203275742,1.192492497,4.905862497,1.931230498,84.64544555,3,13.10146187,96.56531748,2521.903521,14.8133922,123.3821046,9.30562027,3.616453278,7556983.555,0.10001809,0,18.91401234
C351,5036331223,26.01094488,13.08582488,4.376761477,2.374775872,86.65801891,2,60.0957195,1.485612251,2321.658724,65.38299638,163.7590904,4.283427944,6.013762114,8804109.718,0.691910027,0,39.30058367
C352,8566333513,17.36026226,18.352452,8.554531773,1.83583268,99.77107565,2,3.42979013,48.11256918,1266.990538,68.12092578,134.3888257,3.313941389,6.099814928,9641816.501,0.029039902,0,31.96682989
C353,6590349380,13.15846258,12.6388959,18.16598643,1.301009098,64.37555997,4,49.75660834,33.33678381,2525.140231,75.21548923,334.3204723,9.77241565,5.604734822,3252273.541,0.617740501,1,40.41111264
C354,1637714927,21.75772981,17.60027328,10.19048697,2.878042994,76.91100509,10,15.48426816,44.91234139,152.4827393,50.35768963,456.5022935,8.634431335,9.146957435,7989058.693,0.140707831,1,33.32445002
C355,714981786.5,14.60006824,14.75548805,3.839615578,1.669230092,76.66617739,0,18.2922926,57.0664579,659.0518675,89.40546052,472.6434096,3.230435846,6.744410714,2114349.52,0.945161457,1,43.00052189
C356,6427768589,26.20269714,3.290609912,1.631736221,1.854759604,70.28226297,9,36.50475667,43.5589158,4432.947981,93.63427534,287.3667318,4.637805974,4.037330041,5460287.724,0.933094073,0,41.81218145
C357,274847992.3,27.02105592,18.14661284,13.95350729,0.739414154,58.45809469,2,43.24371667,41.48468503,3758.398835,80.73709398,738.1178206,4.15078129,8.623803845,1806683.003,0.225503103,0,33.99918918
C358,5861898057,12.65162781,2.262433043,7.717695412,1.914387289,98.87282816,5,62.31724245,73.27234154,2114.342045,63.5593482,357.7839529,1.490956787,1.810628991,3480499.644,0.614421298,0,38.95089165
C359,9402900112,8.304833917,11.14538198,16.45443584,1.757662184,92.66585933,2,7.442841844,68.58762751,2585.751811,30.37209536,131.8851092,9.578193238,5.442367576,9314270.088,0.028005319,0,23.10583369
C360,5758987037,17.77050986,3.700605352,13.2242643,0.636031354,74.91665141,4,50.36917612,83.3271282,1849.99443,98.29449216,310.1589781,4.043124312,9.505503719,1469446.091,0.931788543,0,43.52021116
C361,3887817563,27.37090037,1.222425604,15.94520487,0.272802582,80.16227113,8,18.26251303,24.99589812,3703.899336,27.41361672,471.7765958,8.753290826,6.253976299,6327684.942,0.522987308,1,31.5520895
C362,6436449302,6.31986567,9.018650942,5.511726184,1.852642027,61.36305268,1,57.3975175,60.95285098,3920.935896,20.2656922,385.7552758,1.893562277,8.169684505,5933613.187,0.043223151,1,25.74529341
